objectid,numero,ponteid,observacao,sequencial,compriment,nomeusual,distritoid,setorid,tipolograd,redeaguasp,tipopavime,estadocons,meiofio,separacaov,sentidovia,calcadaimp,calcadapar,sinalizaca,dispositiv,sinaliza_1,sinaliza_2,ponte,redeagua,redetelefo,redeesgoto,redeilumin,redeenergi,areasverde,arvore,lixeirapub,telefonepu,bancos,hidrantes,caixacorre,bancajorna,pontoonibu,pontotaxi,pontomotot,placapubli,placatrans,semaforo,faixapedes,poste,formulario,pesquisado,eglid,logradouro,coletalixo,trechoviai,trechovi_1,nomelograd,tamanho
17,0,0,,7653,0.00000000,,10,10,1,1,2,1,2,5,2,1,1,4,4,2,4,6,3,1,1,1,1,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,2,212083,7,8445,24961,,8445,8445,RUA BIU GALILEU,171
18,0,0,,0,0.00000000,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11044,21512,,11044,11044,RUA PROJ XXXV C MANSES,205
19,0,0,,694,0.00000000,,2,2,1,2,2,3,2,5,1,4,3,4,4,4,4,6,3,1,3,1,1,2,2,0,0,0,0,0,0,1,0,0,0,1,0,0,2,200753,3,731,15954,,731,731,RUA DO JU,28
20,0,0,,7334,0.00000000,,9,9,1,3,1,3,2,5,2,2,2,4,4,1,4,6,3,1,3,1,1,2,1,0,1,0,0,0,0,0,0,0,0,2,0,0,2,210214,13,8117,18384,,8117,8117,RUA GUARABIRA,50
21,0,0,,7339,0.00000000,,9,9,1,3,5,3,4,5,2,4,4,4,4,4,4,6,3,1,3,1,1,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,210219,13,8122,37141,,8122,8122,RUA MANOEL SABINO FILHO,18
22,0,0,,0,0.00000000,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11079,21415,,11079,11079,RUA PROJ XXXIII C MANSES,97
23,0,0,,8264,0.00000000,,10,10,1,2,1,1,2,2,1,3,4,3,4,4,4,6,3,1,3,1,1,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,2,212004,13,9098,26140,,9098,9098,RUA FENELON BONAVIDES,67
24,0,0,,380,0.00000000,,2,2,1,4,1,2,2,5,2,2,2,4,4,2,4,6,3,1,1,1,1,1,2,2,1,1,0,0,0,0,0,0,0,2,0,0,2,200430,10,404,15784,,404,404,RUA CAZUZA BARRETO,56
73,0,0,,0,0.00000000,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11106,21245,,11106,11106,RUA PROJ  COLINA MANSES,113
25,0,0,,8426,0.00000000,,10,10,1,1,2,3,2,5,2,3,3,4,4,4,4,6,3,1,3,1,1,2,4,0,0,0,0,0,0,0,0,0,0,1,0,0,2,212497,14,9273,25046,,9273,9273,RUA DOUTOR EDSIO SILVA,130
26,0,0,,0,0.00000000,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11093,700411,,11093,11093,"RUA SEM DENOMINAO 
239
1",80
27,0,0,,8701,0.00000000,,10,10,1,3,6,4,4,5,2,3,3,4,4,4,4,6,3,1,1,1,1,1,2,0,1,0,0,0,0,0,0,0,0,1,0,0,2,211305,9,9561,3972,,9561,9561,RUA SILVA JARDIM,108
28,0,0,,7291,0.00000000,,12,12,1,1,2,1,2,5,2,2,2,4,4,4,4,6,3,1,3,1,1,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,2,213457,15,8074,23078,,8074,8074,NO IDENTIFICADO 23078,83
29,0,0,,9696,0.00000000,,12,12,1,1,2,1,2,5,2,3,4,4,4,4,4,6,1,1,3,1,1,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,2,213842,6,10707,20621,,10707,10707,RUA BRUXELAS,61
30,0,0,,0,0.00000000,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11154,700418,,11154,11154,RUA PLNIO LEMOS,118
31,0,0,,10636,0.00000000,,9,9,1,3,5,3,4,5,2,4,4,4,4,4,4,6,3,2,3,2,2,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,210766,14,12149,34215,,12149,12149,RUA PROJETADA D,8
32,0,0,,0,0.00000000,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15108,33634,,15108,15108,AVENIDA DEPUTADO RAIMUNDO ASFORA,78
33,0,0,,10246,0.00000000,,12,12,1,3,2,2,4,5,2,4,4,4,4,4,4,6,3,3,3,1,1,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,2,214737,3,11704,23949,,11704,11704,RUA ROQUETE PINTO,186
34,0,0,,10589,0.00000000,,13,13,1,1,2,1,2,5,2,2,4,4,4,4,4,6,1,1,3,1,1,2,3,0,0,0,0,0,0,0,0,0,0,1,0,0,2,207580,6,12096,33774,,12096,12096,RUA JOAQUIM DUARTE,53
35,0,0,,10147,0.00000000,,12,12,1,3,5,3,4,5,2,4,4,4,4,4,4,6,3,1,3,1,1,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,2,214483,14,11587,22837,,11587,11587,RUA JLIA ALEIXO DE QUEIROZ,154
36,0,0,,6375,0.00000000,,9,9,1,3,2,2,2,5,2,4,3,4,4,4,4,6,3,1,3,1,1,2,1,0,1,0,0,0,0,0,0,0,0,1,0,0,2,209758,12,7116,31798,,7116,7116,RUA PINTA MARINHA SANTIAGO,185
37,0,0,,6376,0.00000000,,9,9,1,3,2,2,2,5,2,3,4,4,4,4,4,6,3,1,3,1,1,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,2,209759,12,7117,33049,,7117,7117,RUA PEDRO MACIEL FERREIRA,190
38,0,0,,6378,0.00000000,,9,9,1,3,2,3,2,5,2,3,1,4,4,4,4,6,3,1,3,1,1,1,2,0,1,0,0,0,0,0,0,0,0,1,0,0,2,209761,12,7119,19526,,7119,7119,RUA CAIC,50
39,0,0,,6380,0.00000000,,9,9,1,3,2,2,2,5,2,2,2,4,4,4,4,6,3,1,3,1,1,1,4,0,0,0,0,0,0,0,0,0,0,1,0,0,2,209763,12,7121,19526,,7121,7121,RUA CAIC,139
40,0,0,,6383,0.00000000,,9,9,1,2,2,2,2,5,2,3,3,4,4,4,4,6,3,1,3,1,1,2,2,0,0,0,0,0,0,2,0,0,0,1,0,0,2,210060,13,7124,19526,,7124,7124,RUA CAIC,77
41,0,0,,6384,0.00000000,,9,9,1,2,1,2,2,5,2,3,3,4,4,4,4,6,3,1,3,1,1,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,2,210061,13,7125,19526,,7125,7125,RUA CAIC,92
42,0,0,,6385,0.00000000,,9,9,1,4,1,1,2,2,2,2,3,4,4,4,4,6,3,3,1,1,3,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,2,210062,10,7126,19526,,7126,7126,RUA CAIC,50
43,0,0,,6387,0.00000000,,9,9,1,2,1,1,2,4,1,3,4,4,4,4,4,6,3,1,3,1,1,2,2,0,0,0,0,0,0,1,0,0,0,1,0,0,2,210064,13,7128,19526,,7128,7128,RUA CAIC,55
44,0,0,,6388,0.00000000,,9,9,1,2,1,1,2,4,1,3,4,4,4,4,4,6,3,1,3,1,1,2,3,0,0,0,0,0,0,1,0,0,0,1,0,0,2,210065,13,7129,19526,,7129,7129,RUA CAIC,206
45,0,0,,6389,0.00000000,,9,9,1,3,2,2,2,5,2,3,3,4,4,4,4,6,3,1,3,1,1,2,2,0,1,0,0,0,0,0,0,0,0,1,0,0,2,210066,13,7130,31470,,7130,7130,RUA DOUTOR PAULO ACCIO GALVO,159
46,0,0,,6392,0.00000000,,9,9,1,3,2,1,2,5,2,3,3,4,4,4,4,6,3,3,3,1,3,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,2,210997,10,7133,33146,,7133,7133,RUA SEVERINO HERMNIO DE CARVALHO,99
47,0,0,,0,0.00000000,,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10765,20842,,10765,10765,RUA MINISTRO ALCIDES CARNEIRO,122
48,0,0,,6152,0.00000000,,9,9,1,3,2,2,2,5,2,2,1,4,4,4,4,6,3,1,3,1,1,2,2,0,1,0,0,0,0,0,0,0,0,1,0,0,2,209383,15,6890,19070,,6890,6890,RUA DAS OITICICAS,144
49,0,0,,0,0.00000000,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14809,21989,,14809,14809,RUA FABIO ADELINO DA CUNHA,37
50,0,0,,6395,0.00000000,,9,9,1,3,6,4,4,5,2,3,3,4,4,4,4,6,3,3,3,1,3,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,211000,10,7136,34550,,7136,7136,RUA PROJETADA IX,54
51,0,0,,6397,0.00000000,,9,9,1,3,6,4,4,5,2,4,4,4,4,4,4,6,3,1,3,1,1,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,210882,13,7138,18350,,7138,7138,RUA DOUTOR JOS MOISS DE MEDEIROS NETO,24
52,0,0,,6525,0.00000000,,9,9,1,3,2,2,2,5,2,4,2,4,4,4,4,6,3,1,3,1,1,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,2,209421,15,7280,19577,,7280,7280,RUA ZINA DE ARAJO LIMA,52
53,0,0,,6398,0.00000000,,9,9,1,3,5,3,4,5,2,4,4,4,4,4,4,6,3,1,3,1,1,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,210883,13,7139,18350,,7139,7139,RUA DOUTOR JOS MOISS DE MEDEIROS NETO,54
54,0,0,,0,0.00000000,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14823,21695,,14823,14823,RUA PROJ LVII N BODOCONGO,6
55,0,0,,0,0.00000000,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15315,21628,,15315,15315,RUA PROJ VI NOVO BODOCONGO,172
56,0,0,,0,0.00000000,,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15115,21784,,15115,15115,"RUA SEM DENOMINAO 
201
1",603
57,0,0,,0,0.00000000,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15117,21741,,15117,15117,RUA PROJ XXIII C MANSES,349
58,0,0,,0,0.00000000,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11189,21954,,11189,11189,RUA PROJ XIV N BODOCONGO,100
59,0,0,,0,0.00000000,,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10936,22217,,10936,10936,"RUA SEM DENOMINAO 
212
1",71
60,0,0,,0,0.00000000,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10942,21989,,10942,10942,RUA FABIO ADELINO DA CUNHA,86
61,0,0,,0,0.00000000,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10954,21687,,10954,10954,RUA PROJ XLII N BODOCONGO,37
62,0,0,,0,0.00000000,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10955,21687,,10955,10955,RUA PROJ XLII N BODOCONGO,11
63,0,0,,0,0.00000000,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11090,21458,,11090,11090,RUA PROJ XXXIV C MANSES,102
64,0,0,,0,0.00000000,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11082,21903,,11082,11082,"RUA SEM DENOMINAO 
215
1",205
65,0,0,,0,0.00000000,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14819,700418,,14819,14819,RUA PLNIO LEMOS,16
66,0,0,,0,0.00000000,,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11127,21989,,11127,11127,RUA FABIO ADELINO DA CUNHA,139
67,0,0,,0,0.00000000,,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11385,20737,,11385,11385,RUA MARIA GONALVES DE MELO,367
68,0,0,,0,0.00000000,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11135,700413,,11135,11135,RUA JOS LINO DA COSTA,30
69,0,0,,0,0.00000000,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11373,21954,,11373,11373,RUA PROJ XIV N BODOCONGO,49
70,0,0,,0,0.00000000,,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11371,22012,,11371,11371,RUA SEVERINA DA CONCEIO,41
71,0,0,,0,0.00000000,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11014,21555,,11014,11014,"RUA SEM DENOMINAO 
243
1",65
72,0,0,,0,0.00000000,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11010,21768,,11010,11010,RUA PROJ XIII C MANSES,40
74,0,0,,0,0.00000000,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10904,21601,,10904,10904,RUA PROJETADA V,79
75,0,0,,0,0.00000000,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11020,21407,,11020,11020,RUA PROJ IV C MANSOES,54
76,0,0,,0,0.00000000,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11101,21229,,11101,11101,RUA IRMO JOS LUCAS,100
77,0,0,,0,0.00000000,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11112,20788,,11112,11112,RUA CUSTDIO MIRANDA,83
78,0,0,,0,0.00000000,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11155,700418,,11155,11155,RUA PLNIO LEMOS,86
79,0,0,,0,0.00000000,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14845,700424,,14845,14845,"RUA SEM DENOMINAO 
247
1",6
80,0,0,,0,0.00000000,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11124,700412,,11124,11124,RUA ACARI,24
81,0,0,,0,0.00000000,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14899,21350,,14899,14899,RUA PROJ II COLINA MANSES,13
82,0,0,,0,0.00000000,,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10101,36676,,10101,10101,RUA ALCIDES TRAVASSOS RAMOS,125
83,0,0,,0,0.00000000,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13466,21407,,13466,13466,RUA PROJ IV C MANSOES,108
84,0,0,,0,0.00000000,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13471,22136,,13471,13471,RUA PROJ XI BODOCONGO,193
85,0,0,,0,0.00000000,,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10846,21075,,10846,10846,AVENIDA JUVNCIO ARRUDA,341
86,0,0,,0,0.00000000,,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10848,21075,,10848,10848,AVENIDA JUVNCIO ARRUDA,188
87,0,0,,0,0.00000000,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10854,20770,,10854,10854,AVENIDA DAS BARANAS,105
88,0,0,,0,0.00000000,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11006,21490,,11006,11006,RUA PROJETADA VII,212
89,0,0,,0,0.00000000,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10910,20982,,10910,10910,RUA MANOEL TENRIO DE SOUZA,58
90,0,0,,0,0.00000000,,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10929,22012,,10929,10929,RUA SEVERINA DA CONCEIO,47
91,0,0,,0,0.00000000,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13357,21385,,13357,13357,RUA PROJ XXIX C MANSES,301
92,0,0,,0,0.00000000,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10944,21989,,10944,10944,RUA FABIO ADELINO DA CUNHA,16
93,0,0,,0,0.00000000,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11209,22004,,11209,11209,"RUA SEM DENOMINAO 
200
1",133
94,0,0,,0,0.00000000,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11089,21458,,11089,11089,RUA PROJ XXXIV C MANSES,184
95,0,0,,0,0.00000000,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10761,20842,,10761,10761,RUA MINISTRO ALCIDES CARNEIRO,89
96,0,0,,0,0.00000000,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14892,21407,,14892,14892,RUA PROJ IV C MANSOES,7
97,0,0,,0,0.00000000,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10896,21601,,10896,10896,RUA PROJETADA V,90
98,0,0,,0,0.00000000,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10984,700422,,10984,10984,RUA PROJETADA X,61
99,0,0,,0,0.00000000,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10902,21601,,10902,10902,RUA PROJETADA V,124
100,0,0,,0,0.00000000,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11248,21296,,11248,11248,RUA PROJ  COLINA MANSES,327
101,0,0,,0,0.00000000,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10971,22314,,10971,10971,RUA PROJ XXX N BODOCONGO,117
102,0,0,,0,0.00000000,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10967,22330,,10967,10967,RUA PROJ XXXVIII BODOCONGO,35
103,0,0,,0,0.00000000,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11132,700413,,11132,11132,RUA JOS LINO DA COSTA,64
104,0,0,,0,0.00000000,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11140,21601,,11140,11140,RUA PROJETADA V,52
105,0,0,,0,0.00000000,,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11137,21350,,11137,11137,RUA PROJ II COLINA MANSES,68
106,0,0,,0,0.00000000,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11223,700426,,11223,11223,"RUA SEM DENOMINAO 
249
1",76
